airline,overall,aircraft,traveller_type,cabin,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,sentiment,Departure,Arrival,year_flown,month_flown
Virgin America,10.0,A319,Solo Leisure,Premium Economy,4.0,5.0,4.0,3.0,5.0,5.0,1,lga,dfw,2016,January
Virgin America,9.0,A320-200,Solo Leisure,Economy Class,4.0,4.0,4.0,4.0,4.0,5.0,1,iad,sfo,2015,January
Virgin America,8.0,A320,Family Leisure,Economy Class,4.0,5.0,3.0,4.0,5.0,4.0,1,san francisco,boston,2015,June
Virgin America,6.0,A320,Family Leisure,Economy Class,3.0,4.0,4.0,3.0,3.0,3.0,1,washington iad,los angeles,2015,July
Virgin America,4.0,A320,Family Leisure,Economy Class,2.0,2.0,1.0,1.0,2.0,3.0,-1,sfo,jfk,2015,June
American Airlines,1.0,Boeing 737-800,Family Leisure,Premium Economy,1.0,2.0,2.0,2.0,1.0,1.0,-1,dallas,san diego,00:00:00,2019-05-01
American Airlines,2.0,Embraer 175,Solo Leisure,Economy Class,3.0,2.0,2.0,1.0,1.0,3.0,-1,los angeles,puerto vallarta,00:00:00,2019-05-01
American Airlines,1.0,Boeing 787,Solo Leisure,Economy Class,1.0,2.0,1.0,3.0,1.0,3.0,-1,chicago,london,00:00:00,2019-05-01
American Airlines,2.0,Boeing 777-300ER,Business,Business Class,5.0,3.0,4.0,5.0,2.0,3.0,-1,dallas,hong kong,2019,April
American Airlines,1.0,Boeing 787,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1,paris,mexico ,2019,April
American Airlines,10.0,Boeing 737,Solo Leisure,Economy Class,3.0,5.0,4.0,3.0,4.0,4.0,1,allentown,charlotte ,2019,April
American Airlines,1.0,A321,Couple Leisure,First Class,2.0,2.0,1.0,1.0,1.0,1.0,-1,philadelphia,las vegas,2019,April
American Airlines,1.0,Boeing 737,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,3.0,1.0,-1,chicago,las vegas,2019,April
American Airlines,1.0,Boeing 777-200,Business,Economy Class,1.0,1.0,1.0,3.0,1.0,1.0,-1,mexico,tokyo ,2019,April
American Airlines,1.0,A321,Business,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,-1,dallas,charlotte,2019,April
American Airlines,2.0,Super 80,Business,First Class,2.0,3.0,1.0,1.0,4.0,1.0,1,dallas ft worth,jacksonville,2019,April
American Airlines,2.0,Boeing 737,Business,Economy Class,1.0,2.0,1.0,1.0,2.0,1.0,-1,boston,tucson,2019,April
American Airlines,1.0,Boeing 767-300,Solo Leisure,Economy Class,1.0,2.0,2.0,1.0,2.0,1.0,-1,milan,miami,2019,March
American Airlines,1.0,Airbus 321,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,grand cayman,denver ,2019,March
American Airlines,1.0,Boeing 737,Family Leisure,Economy Class,1.0,2.0,2.0,1.0,1.0,1.0,-1,dallas,phoenix ,2019,January
American Airlines,1.0,Boeing 757,Solo Leisure,Premium Economy,1.0,1.0,3.0,1.0,2.0,1.0,-1,kona,phoenix,2019,March
American Airlines,2.0,Boeing 737,Business,Business Class,2.0,2.0,2.0,3.0,2.0,2.0,-1,seattle,dallas,2019,March
American Airlines,2.0,Boeing 737-800,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,chicago,new york jfk,2018,October
American Airlines,2.0,Boeing 737-800,Business,First Class,1.0,1.0,1.0,1.0,1.0,1.0,1,colorado springs,orange county ,2018,September
American Airlines,2.0,Boeing 777,Couple Leisure,Economy Class,1.0,1.0,2.0,4.0,3.0,1.0,1,frankfurt,dallas ,2019,February
American Airlines,10.0,Boeing 787-900,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,sydney,los angeles,2018,August
American Airlines,2.0,AA2732,Solo Leisure,Economy Class,3.0,2.0,3.0,4.0,1.0,1.0,-1,toronto,haiti ,2019,February
American Airlines,2.0,Boeing 737,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,dallas,jackson hole,2019,February
American Airlines,2.0,Airplane,Family Leisure,Economy Class,3.0,3.0,2.0,1.0,1.0,1.0,-1,columbus,washington,2019,February
American Airlines,5.0,Boeing 737-800,Business,Economy Class,3.0,4.0,3.0,3.0,2.0,3.0,1,san jose,phoenix,2019,February
American Airlines,10.0,Boeing 787-8,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,paris cdg,chicago o'hare,2018,December
American Airlines,2.0,Boeing 777-300,Couple Leisure,Economy Class,1.0,3.0,1.0,1.0,3.0,2.0,-1,london,miami,2019,January
American Airlines,5.0,Boeing 767-300,Family Leisure,Economy Class,1.0,4.0,4.0,1.0,4.0,2.0,-1,amsterdam,philadelphia,2019,January
American Airlines,1.0,Boeing 777,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1,new york,london ,2018,December
American Airlines,10.0,Boeing 787-9,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,dallas,las vegas,2019,January
American Airlines,1.0,Boeing 777-300ER,Solo Leisure,Economy Class,2.0,1.0,2.0,3.0,1.0,1.0,-1,los angeles,hong kong,2019,January
American Airlines,3.0,Boeing 777-200,Family Leisure,Economy Class,3.0,2.0,2.0,4.0,4.0,3.0,1,miami,barcelona,2019,January
American Airlines,4.0,Boeing 772,Family Leisure,Business Class,3.0,2.0,2.0,2.0,5.0,3.0,1,new york jfk,buenos aires,2019,January
American Airlines,1.0,A320,Couple Leisure,Economy Class,3.0,2.0,2.0,4.0,1.0,1.0,1,guadalajara,dallas ft worth,2018,December
American Airlines,3.0,Boeing 767-300,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,4.0,3.0,-1,amsterdam,philadelphia,2019,January
American Airlines,9.0,A321-200 / Boeing 737-800,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,5.0,1,kona,washington ,2018,March
American Airlines,1.0,CRJ 900,Couple Leisure,Economy Class,3.0,3.0,3.0,1.0,1.0,1.0,-1,burlington,pensacola,2018,December
American Airlines,2.0,A320,Solo Leisure,Economy Class,3.0,3.0,3.0,3.0,1.0,2.0,-1,seattle,aruba ,2018,December
American Airlines,1.0,Boeing 737,Couple Leisure,Economy Class,1.0,1.0,1.0,2.0,1.0,1.0,-1,dallas,aruba,2018,December
American Airlines,1.0,Boeing 767,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,chicago,miami,2018,December
American Airlines,1.0,Boeing 777-200,Family Leisure,Premium Economy,5.0,1.0,5.0,5.0,3.0,5.0,1,madrid,miami,2018,December
American Airlines,9.0,Boeing 737,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,austin,chicago,2018,December
American Airlines,9.0,Boeing 789 / Boeing 738,Couple Leisure,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,1,paris,san jose ,2018,December
American Airlines,9.0,Boeing 777-300ER,Solo Leisure,Economy Class,4.0,4.0,3.0,3.0,5.0,5.0,-1,new york,london,2018,November
American Airlines,8.0,Boeing 777-300ER,Solo Leisure,Economy Class,3.0,5.0,4.0,4.0,5.0,5.0,1,london,miami,2018,October
American Airlines,1.0,A321,Family Leisure,Economy Class,1.0,4.0,1.0,1.0,4.0,1.0,-1,seattle,cancun ,2018,November
American Airlines,1.0,A321,Business,First Class,2.0,2.0,1.0,2.0,1.0,1.0,-1,charlotte,philadelphia,2018,November
American Airlines,7.0,A320,Couple Leisure,Economy Class,3.0,3.0,3.0,5.0,5.0,5.0,1,los angeles,honolulu,2018,November
American Airlines,1.0,A319,Solo Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1,phoenix,austin,2018,November
American Airlines,6.0,Boeing 787,Couple Leisure,Economy Class,3.0,5.0,5.0,3.0,2.0,5.0,1,chicago,london,2018,November
American Airlines,7.0,Boeing 777-300ER,Business,Premium Economy,5.0,4.0,2.0,3.0,5.0,4.0,1,miami,london heathrow,2018,November
American Airlines,8.0,Boeing 777-300ER,Business,Economy Class,5.0,4.0,3.0,3.0,5.0,4.0,1,london,miami,2018,November
American Airlines,3.0,A321,Couple Leisure,First Class,2.0,5.0,2.0,1.0,1.0,1.0,-1,denver,charlotte,2018,November
American Airlines,1.0,Boeing 767-300,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,new york,miami,2018,November
American Airlines,1.0,Boeing 777-200ER,Business,First Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,dallas ft worth,honolulu,2018,November
American Airlines,8.0,Boeing 737-800,Family Leisure,Business Class,3.0,5.0,4.0,4.0,4.0,5.0,1,washington,houston ,2018,October
American Airlines,6.0,A320 / Boeing 737-800,Solo Leisure,Economy Class,4.0,3.0,2.0,4.0,3.0,3.0,1,jacksonville,boston ,2018,October
American Airlines,1.0,A320,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,dallas,grand island,2018,October
American Airlines,1.0,Boeing 737,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,los angeles,austin,2018,October
American Airlines,1.0,442 I believe,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,-1,puerto vallarta,phoenix,2018,October
American Airlines,4.0,Boeing 757,Family Leisure,Economy Class,4.0,5.0,5.0,3.0,2.0,3.0,-1,dallas ft worth,philadelphia,2018,October
American Airlines,1.0,Boeing 787,Couple Leisure,Economy Class,4.0,2.0,1.0,3.0,2.0,3.0,-1,san francisco,rome ,2018,October
American Airlines,8.0,A321T,Solo Leisure,First Class,5.0,5.0,2.0,4.0,5.0,5.0,1,los angeles,new york jfk,2018,October
American Airlines,1.0,Boeing 737,Couple Leisure,First Class,2.0,2.0,2.0,2.0,3.0,3.0,-1,phoenix,newark,2017,November
American Airlines,10.0,=,Family Leisure,Economy Class,5.0,5.0,5.0,4.0,3.0,5.0,1,cancun,seattle ,2018,October
American Airlines,1.0,CRJ700,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,phoenix,lexington ,2018,October
American Airlines,9.0,Boeing 737,Family Leisure,Economy Class,4.0,4.0,4.0,4.0,4.0,4.0,1,jacksonville,dallas ft worth,2018,September
American Airlines,1.0,A321,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,miami,phoenix,2018,October
American Airlines,7.0,Boeing 777-200,Family Leisure,Economy Class,4.0,4.0,3.0,5.0,5.0,3.0,1,dallas,amsterdam,2018,August
American Airlines,7.0,Boeing 737,Family Leisure,Economy Class,4.0,2.0,3.0,3.0,4.0,4.0,-1,chicago,los angeles,2018,August
American Airlines,1.0,Embrear,Solo Leisure,Economy Class,1.0,3.0,2.0,3.0,3.0,1.0,-1,boston,philadelphia,2018,September
American Airlines,2.0,Boeing 777,Solo Leisure,Economy Class,2.0,1.0,1.0,3.0,2.0,2.0,-1,new york jfk,london heathrow,2018,September
American Airlines,2.0,Boeing 777,Family Leisure,Economy Class,1.0,2.0,1.0,3.0,3.0,1.0,-1,new york,barcelona,2018,September
American Airlines,2.0,Boeing 767 300,Couple Leisure,First Class,1.0,2.0,1.0,1.0,2.0,1.0,-1,new york jfk,paris,2018,September
American Airlines,4.0,Boeing 787,Family Leisure,Economy Class,1.0,2.0,2.0,4.0,3.0,4.0,1,tokyo haneda,los angeles,2018,July
American Airlines,8.0,Boeing 737-700 / 787-9,Business,Economy Class,4.0,4.0,3.0,4.0,5.0,5.0,1,new york,sydney ,2018,February
American Airlines,7.0,Boeing 777-300ER,Couple Leisure,Business Class,3.0,5.0,3.0,2.0,2.0,4.0,1,london,miami,2018,August
American Airlines,7.0,A330-200 / E175,Solo Leisure,Economy Class,3.0,4.0,5.0,4.0,2.0,4.0,1,frankfurt,washington ,2018,August
American Airlines,7.0,A330-300,Business,Economy Class,4.0,4.0,4.0,4.0,3.0,4.0,-1,orlando,dublin ,2018,July
American Airlines,4.0,Boeing 737 / A321,Solo Leisure,Economy Class,5.0,5.0,5.0,2.0,1.0,3.0,1,new york jfk,orlando ,2018,August
American Airlines,1.0,Boeing 737,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,dallas,los angeles,2018,August
American Airlines,1.0,E175,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,dallas ft worth,missoula,2018,August
American Airlines,9.0,Boeing 787-9,Solo Leisure,Business Class,5.0,5.0,4.0,5.0,5.0,4.0,1,tokyo narita,los angeles,2018,July
American Airlines,1.0,Boeing 787-9,Business,Economy Class,1.0,1.0,2.0,3.0,2.0,1.0,1,shanghai,west palm beach ,2018,July
American Airlines,8.0,Boeing 787-8,Family Leisure,First Class,5.0,5.0,5.0,4.0,4.0,5.0,1,orlando,new york,2018,July
American Airlines,2.0,Boeing 737,Family Leisure,Economy Class,2.0,3.0,2.0,2.0,1.0,1.0,-1,san jose,northwest arkansas ,2018,July
American Airlines,3.0,Boeing 737,Couple Leisure,Economy Class,2.0,3.0,1.0,4.0,1.0,2.0,-1,fort lauderdale,vancouver,2018,July
American Airlines,6.0,Boeing 777-300ER,Couple Leisure,Economy Class,4.0,3.0,3.0,4.0,4.0,5.0,1,dallas,hong kong,2018,March
American Airlines,9.0,Boeing 737 Max,Couple Leisure,First Class,2.0,5.0,5.0,4.0,4.0,5.0,1,la guardia,miami,2018,July
American Airlines,2.0,Boeing 777,Couple Leisure,First Class,5.0,1.0,1.0,5.0,5.0,2.0,-1,dallas,maui,2018,June
American Airlines,1.0,Boeing 737,Family Leisure,First Class,1.0,3.0,1.0,1.0,1.0,1.0,1,baltimore,miami,2018,June
American Airlines,1.0,Boeing 777,Business,Economy Class,1.0,1.0,2.0,3.0,1.0,2.0,-1,london,dallas fort worth,2018,June
American Airlines,3.0,Boeing 777-200,Solo Leisure,Economy Class,1.0,2.0,1.0,3.0,3.0,2.0,-1,new york jfk,milan,2018,June
American Airlines,3.0,Boeing 737,Business,First Class,3.0,3.0,2.0,1.0,2.0,3.0,-1,santa ana,dallas ft worth,2018,June
American Airlines,5.0,Boeing 787-8,Couple Leisure,Economy Class,1.0,2.0,3.0,3.0,3.0,4.0,1,chicago,rome,2018,April
American Airlines,9.0,Boeing 777-200,Solo Leisure,First Class,5.0,5.0,4.0,5.0,4.0,5.0,1,dallas,kona,2018,June
American Airlines,1.0,Boeing 777-200,Business,Premium Economy,5.0,1.0,3.0,4.0,5.0,4.0,-1,los angeles,london,2018,June
American Airlines,1.0,A321,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,miami,denver,2018,June
American Airlines,1.0,A320,Solo Leisure,Economy Class,2.0,3.0,1.0,1.0,1.0,2.0,-1,philadelphia,orlando,2018,June
American Airlines,3.0,Boeing 777-200,Solo Leisure,Premium Economy,3.0,2.0,2.0,5.0,2.0,2.0,1,paris cdg,palm springs ,00:00:00,2018-05-01
American Airlines,5.0,A321,Couple Leisure,Economy Class,4.0,3.0,2.0,5.0,2.0,3.0,1,miami,san francisco,00:00:00,2018-05-01
American Airlines,10.0,Boeing 777-300,Couple Leisure,Business Class,4.0,5.0,5.0,5.0,5.0,5.0,1,new york,london,00:00:00,2018-05-01
American Airlines,1.0,Boeing 767 / MD-80,Solo Leisure,Economy Class,1.0,3.0,2.0,1.0,3.0,1.0,-1,austin,lisbon ,00:00:00,2018-05-01
American Airlines,3.0,Boeing 777,Couple Leisure,Premium Economy,4.0,1.0,3.0,5.0,3.0,2.0,-1,miami,london,00:00:00,2018-05-01
American Airlines,1.0,A321S,Business,Economy Class,1.0,1.0,1.0,2.0,1.0,1.0,1,dallas ft worth,cancun,00:00:00,2018-05-01
American Airlines,1.0,Boeing 777-200ER,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,honolulu,dallas,00:00:00,2018-05-01
American Airlines,8.0,A330 / A319 / E190,Family Leisure,Economy Class,3.0,4.0,4.0,4.0,5.0,4.0,1,frankfurt,nashville ,00:00:00,2018-05-01
American Airlines,2.0,A330,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,2.0,3.0,1,charlotte,london heathrow,00:00:00,2018-05-01
American Airlines,2.0,Boeing 787,Business,Business Class,1.0,1.0,2.0,2.0,2.0,2.0,-1,chicago,paris,00:00:00,2018-05-01
American Airlines,1.0,A321,Solo Leisure,Economy Class,4.0,5.0,4.0,1.0,1.0,1.0,-1,los angeles,atlanta,2017,June
American Airlines,9.0,Boeing 737-900/ERJ 170,Solo Leisure,First Class,5.0,5.0,5.0,4.0,5.0,3.0,1,new york,myrtle beach ,00:00:00,2018-05-01
American Airlines,5.0,A320,Solo Leisure,Economy Class,2.0,4.0,3.0,1.0,3.0,3.0,1,charlotte,san diego,2018,April
American Airlines,1.0,Boeing 737-800,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,-1,cali,montreal ,2018,April
American Airlines,10.0,Airbus 321T,Business,Business Class,5.0,5.0,5.0,4.0,5.0,4.0,1,new york jfk,los angeles,2018,April
American Airlines,1.0,S80,Business,First Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,rhode island,st louis ,2018,April
American Airlines,1.0,Boeing 757,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,miami,rochester ,2018,April
American Airlines,10.0,A330-200,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,4.0,1,las vegas,dublin ,2018,April
American Airlines,1.0,A321,Business,First Class,4.0,1.0,1.0,1.0,1.0,1.0,1,charlotte,las vegas,2018,April
American Airlines,4.0,A319 / A320,Solo Leisure,Economy Class,3.0,2.0,1.0,4.0,3.0,3.0,1,bridgetown,miami,2018,March
American Airlines,10.0,Boeing 777,Family Leisure,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,1,london,dallas ft worth,2018,March
American Airlines,10.0,Boeing 787,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,los angeles,narita,2018,March
American Airlines,1.0,A321,Business,First Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,seattle,charlotte,2018,March
American Airlines,1.0,A320,Family Leisure,Business Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,charlotte,miami,2018,March
American Airlines,2.0,A321,Solo Leisure,Economy Class,2.0,3.0,2.0,2.0,1.0,2.0,-1,la guardia,dallas ft worth,2018,March
American Airlines,10.0,A321,Couple Leisure,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,1,jacksonville,cancãºn ,2018,March
American Airlines,8.0,Boeing 777-200,Solo Leisure,Premium Economy,5.0,4.0,3.0,5.0,4.0,5.0,1,paris,dallas ft worth,2018,March
American Airlines,10.0,A321 and Boeing 777-300ER,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,4.0,1,las vegas,taipei ,2018,March
American Airlines,10.0,Boeing 777-300 / Boeing 737-800,Solo Leisure,First Class,5.0,5.0,5.0,5.0,5.0,5.0,1,london heathrow,st louis ,2018,January
American Airlines,7.0,Boeing 737-800,Solo Leisure,Economy Class,5.0,2.0,1.0,1.0,5.0,5.0,-1,raleigh durham,miami,2018,February
American Airlines,10.0,Boeing 777,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,4.0,1,london heathrow,raleigh,2018,February
American Airlines,2.0,"Boeing 737, A321",Solo Leisure,Economy Class,4.0,5.0,3.0,2.0,4.0,3.0,-1,santa ana,philadelphia ,2018,February
American Airlines,2.0,Boeing 777-200,Family Leisure,Economy Class,2.0,1.0,2.0,3.0,3.0,1.0,-1,london heathrow,new york jfk,2018,February
American Airlines,8.0,Boeing 737-800,Business,Premium Economy,5.0,4.0,3.0,4.0,5.0,5.0,1,austin,los angeles,2018,February
American Airlines,6.0,Boeing 787-800,Business,Business Class,3.0,5.0,3.0,3.0,4.0,3.0,1,london heathrow,chicago o'hare,2018,February
American Airlines,1.0,Boeing 737,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,phoenix,portland,2018,February
American Airlines,10.0,Boeing 777-200,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,1,london heathrow,new york jfk,2018,February
American Airlines,9.0,Boeing 737,Business,Business Class,5.0,5.0,4.0,2.0,5.0,4.0,1,las vegas,new york jfk,2018,February
American Airlines,1.0,Boeing 737-800,Couple Leisure,First Class,3.0,3.0,1.0,3.0,1.0,1.0,-1,san diego,kingston ,2018,February
American Airlines,6.0,Boeing 737,Business,First Class,3.0,4.0,4.0,1.0,4.0,4.0,1,new york jfk,las vegas,2018,February
American Airlines,4.0,A321,Business,Business Class,4.0,3.0,3.0,5.0,2.0,4.0,-1,charlotte,san francisco,2018,January
American Airlines,3.0,Boeing 737,Business,Economy Class,2.0,2.0,1.0,1.0,2.0,2.0,-1,dallas ft worth,mexico city,2018,January
American Airlines,7.0,Boeing 787 -9,Business,Economy Class,1.0,2.0,1.0,4.0,4.0,3.0,1,los angeles,sydney,2018,January
American Airlines,3.0,Boeing 787,Couple Leisure,Economy Class,2.0,1.0,1.0,5.0,2.0,3.0,-1,heathrow,cancun ,2018,January
American Airlines,1.0,Boeing 787,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,"austin, tx",sydney australia ,2018,January
American Airlines,2.0,Boeing 737,Couple Leisure,Economy Class,2.0,1.0,1.0,2.0,1.0,2.0,1,cancun,miami,2018,January
American Airlines,8.0,A320 / Boeing 737,Couple Leisure,Economy Class,3.0,5.0,2.0,2.0,5.0,5.0,1,philadelphia,san jose ,2018,January
American Airlines,2.0,A321,Family Leisure,Economy Class,5.0,2.0,3.0,1.0,1.0,4.0,1,miami,tampa,2018,January
American Airlines,5.0,"A321, A320",Couple Leisure,Economy Class,2.0,3.0,3.0,1.0,3.0,3.0,1,seattle,boston ,2018,January
American Airlines,1.0,Boeing 777-300,Family Leisure,Economy Class,2.0,2.0,2.0,2.0,1.0,1.0,-1,glasgow,providenciales ,2018,January
American Airlines,5.0,A319,Family Leisure,Economy Class,1.0,4.0,1.0,1.0,2.0,1.0,-1,mexico city,miami,2018,January
American Airlines,3.0,Boeing 737-800,Family Leisure,Economy Class,1.0,5.0,4.0,5.0,1.0,1.0,-1,dallas,new york ,2017,December
American Airlines,9.0,Boeing 777-200,Solo Leisure,First Class,5.0,5.0,3.0,5.0,5.0,4.0,1,dallas ft worth,miami,2017,January
American Airlines,2.0,Boeing 737-800,Family Leisure,First Class,3.0,1.0,1.0,1.0,1.0,1.0,-1,islip,dallas ft worth ,2017,December
American Airlines,4.0,A330-200,Couple Leisure,Economy Class,2.0,2.0,2.0,1.0,3.0,4.0,1,charlotte - frankfurt,none,2017,December
American Airlines,7.0,Boeing 777-300,Couple Leisure,Business Class,5.0,2.0,2.0,2.0,4.0,3.0,1,hong kong,los angeles,2017,December
American Airlines,8.0,Boeing 787-8,Business,Business Class,5.0,4.0,3.0,4.0,4.0,4.0,1,shanghai,chicago,2017,December
American Airlines,9.0,Boeing 787,Business,Business Class,4.0,5.0,4.0,5.0,4.0,5.0,1,chicago,shanghai,2017,December
American Airlines,8.0,A321,Family Leisure,Economy Class,5.0,4.0,3.0,4.0,4.0,4.0,-1,charlotte,san diego,2017,July
American Airlines,1.0,Boeing 777,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,dallas,london heathrow,2017,November
American Airlines,7.0,"A321, A319",Business,Premium Economy,4.0,4.0,4.0,4.0,2.0,5.0,1,austin,washington ,2017,November
American Airlines,1.0,Airbus A319/320,Couple Leisure,Economy Class,3.0,2.0,2.0,2.0,1.0,1.0,-1,denver,quito ,2017,October
American Airlines,3.0,Boeing 777,Solo Leisure,First Class,4.0,2.0,1.0,4.0,3.0,1.0,-1,santa ana,rome ,2017,November
American Airlines,1.0,A321,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1,san francisco,phoenix,2017,November
American Airlines,9.0,Boeing 777-200,Family Leisure,Economy Class,4.0,5.0,5.0,5.0,3.0,4.0,1,heathrow,los angeles,2017,October
American Airlines,6.0,Boeing 738 / Boeing 772,Family Leisure,Business Class,4.0,4.0,3.0,4.0,4.0,3.0,1,vancouver,buenos aires ,2017,October
American Airlines,7.0,Boeing 772 / A320,Family Leisure,Business Class,4.0,4.0,4.0,4.0,4.0,4.0,1,buenos aires,las vegas ,2017,October
American Airlines,8.0,Boeing 777-300,Solo Leisure,Business Class,5.0,5.0,5.0,5.0,3.0,4.0,1,dallas fort worth - london heathrow,none,2016,November
American Airlines,9.0,A321 & Boeing 738,Business,Premium Economy,4.0,5.0,5.0,4.0,5.0,5.0,1,austin,las vegas ,2017,October
American Airlines,7.0,Boeing 787-9 / 737-800,Solo Leisure,Economy Class,4.0,4.0,4.0,4.0,5.0,5.0,1,auckland,boston ,2017,October
American Airlines,3.0,Boeing 777,Business,Business Class,2.0,2.0,2.0,3.0,1.0,2.0,-1,new york jfk,heathrow,2017,October
American Airlines,1.0,Boeing 737,Family Leisure,First Class,4.0,4.0,3.0,1.0,3.0,1.0,-1,washington,las vegas,2017,October
American Airlines,1.0,A320,Business,First Class,1.0,1.0,1.0,1.0,1.0,1.0,1,atlanta,dallas ft worth,2017,October
American Airlines,1.0,Boeing 747,Couple Leisure,Premium Economy,1.0,2.0,1.0,1.0,1.0,1.0,1,cozmuel,dallas fort worth,2017,August
American Airlines,1.0,A321 and Boeing 757,Family Leisure,First Class,1.0,2.0,2.0,1.0,1.0,1.0,-1,miami,maui ,2017,August
American Airlines,1.0,321,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,3.0,2.0,-1,philadelphia,seattle,2017,August
American Airlines,2.0,Boeing 737,Solo Leisure,First Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,seattle,chicago,2017,August
American Airlines,10.0,A321,Couple Leisure,Business Class,5.0,5.0,5.0,5.0,5.0,5.0,1,san francisco,new york jfk,2017,August
American Airlines,1.0,757-200,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,glasgow,orlando ,2017,July
American Airlines,3.0,A330,Couple Leisure,Economy Class,3.0,1.0,1.0,4.0,1.0,2.0,-1,philadelphia,athens,2017,July
American Airlines,8.0,A330,Couple Leisure,Economy Class,3.0,3.0,5.0,5.0,3.0,5.0,1,rome,philadelphia,2017,July
American Airlines,8.0,Boeing 738,Couple Leisure,First Class,4.0,2.0,4.0,5.0,3.0,4.0,1,new york,san diego,2017,July
American Airlines,1.0,A321,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,-1,philadelphia,los angeles,2017,July
American Airlines,10.0,Boeing 737,Family Leisure,First Class,5.0,5.0,5.0,5.0,5.0,5.0,1,ontario,chicago,2017,July
American Airlines,1.0,A321,Business,Economy Class,1.0,1.0,1.0,3.0,1.0,1.0,-1,la guardia,dallas ft worth,2017,July
American Airlines,6.0,Boeing 757,Couple Leisure,Economy Class,3.0,3.0,2.0,2.0,3.0,3.0,1,phoenix,maui,2017,June
American Airlines,7.0,Boeing 787,Business,Business Class,3.0,2.0,2.0,5.0,3.0,3.0,1,dallas ft worth,beijing,2017,July
American Airlines,10.0,Boeing 737,Solo Leisure,First Class,5.0,5.0,5.0,4.0,5.0,4.0,1,new york lga,chicago ord,2017,July
American Airlines,3.0,A330,Couple Leisure,Economy Class,2.0,3.0,2.0,3.0,2.0,3.0,-1,paris,denver ,2017,June
American Airlines,4.0,Boeing 777-200ER,Couple Leisure,Economy Class,1.0,4.0,3.0,4.0,3.0,2.0,1,london,new york jfk,2017,June
American Airlines,1.0,Airbus,Business,Economy Class,4.0,4.0,4.0,4.0,4.0,4.0,-1,las vegas,dallas fort worth,2017,June
American Airlines,9.0,Boeing 767,Business,Business Class,5.0,5.0,3.0,4.0,5.0,5.0,1,montevideo,miami,2017,June
